净值日期,单位净值,累计净值,日增长率,情绪指数
2014/4/4,0.862,0.862,1.1737,0
2014/4/5,0.862,0.862,0,0
2014/4/6,0.862,0.862,0,0
2014/4/7,0.862,0.862,0,0
2014/4/8,0.879,0.879,1.9722,0
2014/4/9,0.881,0.881,0.2275,0
2014/4/10,0.889,0.889,0.9081,0
2014/4/11,0.897,0.897,0.8999,0
2014/4/12,0.897,0.897,0,0
2014/4/13,0.897,0.897,0,0
2014/4/14,0.902,0.902,0.5574,0
2014/4/15,0.89,0.89,-1.3304,0
2014/4/16,0.888,0.888,-0.2247,0
2014/4/17,0.889,0.889,0.1126,1
2014/4/18,0.888,0.888,-0.1125,0
2014/4/19,0.888,0.888,0,0
2014/4/20,0.888,0.888,0,0
2014/4/21,0.878,0.878,-1.1261,0
2014/4/22,0.875,0.875,-0.3417,0
2014/4/23,0.877,0.877,0.2286,0
2014/4/24,0.874,0.874,-0.3421,0
2014/4/25,0.856,0.856,-2.0595,0
2014/4/26,0.856,0.856,0,0
2014/4/27,0.856,0.856,0,0
2014/4/28,0.839,0.839,-1.986,0
2014/4/29,0.856,0.856,2.0262,0
2014/4/30,0.863,0.863,0.8178,0
2014/5/1,0.863,0.863,0,0
2014/5/2,0.863,0.863,0,0
2014/5/3,0.863,0.863,0,0
2014/5/4,0.863,0.863,0,0
2014/5/5,0.87,0.87,0.8111,0
2014/5/6,0.872,0.872,0.2299,0
2014/5/7,0.858,0.858,-1.6055,0
2014/5/8,0.856,0.856,-0.2331,0
2014/5/9,0.85,0.85,-0.7009,0
2014/5/10,0.85,0.85,0,0
2014/5/11,0.85,0.85,0,0
2014/5/12,0.861,0.861,1.2941,0
2014/5/13,0.861,0.861,0,0
2014/5/14,0.855,0.855,-0.6969,0
2014/5/15,0.846,0.846,-1.0526,0
2014/5/16,0.841,0.841,-0.591,0
2014/5/17,0.841,0.841,0,0
2014/5/18,0.841,0.841,0,0
2014/5/19,0.831,0.831,-1.1891,0
2014/5/20,0.831,0.831,0,0
2014/5/21,0.838,0.838,0.8424,0
2014/5/22,0.839,0.839,0.1193,0
2014/5/23,0.845,0.845,0.7151,0
2014/5/24,0.845,0.845,0,0
2014/5/25,0.845,0.845,0,0
2014/5/26,0.854,0.854,1.0651,0
2014/5/27,0.852,0.852,-0.2342,0
2014/5/28,0.86,0.86,0.939,0
2014/5/29,0.854,0.854,-0.6977,0
2014/5/30,0.857,0.857,0.3513,0
2014/5/31,0.857,0.857,0,0
2014/6/1,0.857,0.857,0,0
2014/6/2,0.857,0.857,0,0
2014/6/3,0.854,0.854,-0.3501,0
2014/6/4,0.848,0.848,-0.7026,0
2014/6/5,0.858,0.858,1.1792,0
2014/6/6,0.854,0.854,-0.4662,0
2014/6/7,0.854,0.854,0,0
2014/6/8,0.854,0.854,0,0
2014/6/9,0.849,0.849,-0.5855,0
2014/6/10,0.859,0.859,1.1779,0
2014/6/11,0.862,0.862,0.3492,0
2014/6/12,0.863,0.863,0.116,0
2014/6/13,0.873,0.873,1.1587,0
2014/6/14,0.873,0.873,0,0
2014/6/15,0.873,0.873,0,0
2014/6/16,0.876,0.876,0.3436,0
2014/6/17,0.864,0.864,-1.3699,0
2014/6/18,0.86,0.86,-0.463,0
2014/6/19,0.849,0.849,-1.2791,0
2014/6/20,0.852,0.852,0.3534,0
2014/6/21,0.852,0.852,0,0
2014/6/22,0.852,0.852,0,0
2014/6/23,0.862,0.862,1.1737,0
2014/6/24,0.871,0.871,1.0441,0
2014/6/25,0.867,0.867,-0.4592,0
2014/6/26,0.878,0.878,1.2687,0
2014/6/27,0.882,0.882,0.4556,0
2014/6/28,0.882,0.882,0,0
2014/6/29,0.882,0.882,0,0
2014/6/30,0.883,0.883,0.1134,0
2014/7/1,0.878,0.878,-0.5663,0
2014/7/2,0.876,0.876,-0.2278,0
2014/7/3,0.878,0.878,0.2283,0
2014/7/4,0.879,0.879,0.1139,0
2014/7/5,0.879,0.879,0,0
2014/7/6,0.879,0.879,0,0
2014/7/7,0.872,0.872,-0.7964,0
2014/7/8,0.879,0.879,0.8028,0
2014/7/9,0.87,0.87,-1.0239,0
2014/7/10,0.861,0.861,-1.0345,0
2014/7/11,0.869,0.869,0.9292,0
2014/7/12,0.869,0.869,0,0
2014/7/13,0.869,0.869,0,0
2014/7/14,0.889,0.889,2.3015,0
2014/7/15,0.894,0.894,0.5624,0
2014/7/16,0.887,0.887,-0.783,0
2014/7/17,0.881,0.881,-0.6764,0
2014/7/18,0.893,0.893,1.3621,0
2014/7/19,0.893,0.893,0,0
2014/7/20,0.893,0.893,0,0
2014/7/21,0.896,0.896,0.3359,0
2014/7/22,0.909,0.909,1.4509,0
2014/7/23,0.903,0.903,-0.6601,0
2014/7/24,0.912,0.912,0.9967,0
2014/7/25,0.92,0.92,0.8772,0
2014/7/26,0.92,0.92,0,0
2014/7/27,0.92,0.92,0,0
2014/7/28,0.934,0.934,1.5217,0
2014/7/29,0.936,0.936,0.2141,0
2014/7/30,0.939,0.939,0.3205,0
2014/7/31,0.95,0.95,1.1715,0
2014/8/1,0.947,0.947,-0.3158,0
2014/8/2,0.947,0.947,0,0
2014/8/3,0.947,0.947,0,0
2014/8/4,0.961,0.961,1.4784,1
2014/8/5,0.964,0.964,0.3122,0
2014/8/6,0.961,0.961,-0.3112,0
2014/8/7,0.944,0.944,-1.769,0
2014/8/8,0.949,0.949,0.5297,0
2014/8/9,0.949,0.949,0,0
2014/8/10,0.949,0.949,0,0
2014/8/11,0.962,0.962,1.3699,0
2014/8/12,0.96,0.96,-0.2079,0
2014/8/13,0.961,0.961,0.1042,0
2014/8/14,0.956,0.956,-0.5203,0
2014/8/15,0.964,0.964,0.8368,0
2014/8/16,0.964,0.964,0,0
2014/8/17,0.964,0.964,0,0
2014/8/18,0.967,0.967,0.3112,0
2014/8/19,0.97,0.97,0.3102,0
2014/8/20,0.968,0.968,-0.2062,0
2014/8/21,0.967,0.967,-0.1033,0
2014/8/22,0.974,0.974,0.7239,0
2014/8/23,0.974,0.974,0,0
2014/8/24,0.974,0.974,0,0
2014/8/25,0.96,0.96,-1.4374,0
2014/8/26,0.951,0.951,-0.9375,0
2014/8/27,0.953,0.953,0.2103,0
2014/8/28,0.948,0.948,-0.5247,0
2014/8/29,0.961,0.961,1.3713,0
2014/8/30,0.961,0.961,0,0
2014/8/31,0.961,0.961,0,0
2014/9/1,0.976,0.976,1.5609,0
2014/9/2,0.985,0.985,0.9221,0
2014/9/3,0.993,0.993,0.8122,0
2014/9/4,0.994,0.994,0.1007,0
2014/9/5,1.003,1.003,0.9054,0
2014/9/6,1.003,1.003,0,0
2014/9/7,1.003,1.003,0,0
2014/9/8,1.003,1.003,0,0
2014/9/9,1.001,1.001,-0.1994,0
2014/9/10,0.996,0.996,-0.4995,0
2014/9/11,0.987,0.987,-0.9036,0
2014/9/12,0.989,0.989,0.2026,0
2014/9/13,0.989,0.989,0,0
2014/9/14,0.989,0.989,0,0
2014/9/15,0.988,0.988,-0.1011,1
2014/9/16,0.959,0.959,-2.9352,0
2014/9/17,0.967,0.967,0.8342,0
2014/9/18,0.973,0.973,0.6205,0
2014/9/19,0.98,0.98,0.7194,0
2014/9/20,0.98,0.98,0,0
2014/9/21,0.98,0.98,0,0
2014/9/22,0.962,0.962,-1.8367,0
2014/9/23,0.967,0.967,0.5198,0
2014/9/24,0.979,0.979,1.241,0
2014/9/25,0.977,0.977,-0.2043,0
2014/9/26,0.978,0.978,0.1024,0
2014/9/27,0.978,0.978,0,0
2014/9/28,0.978,0.978,0,0
2014/9/29,0.985,0.985,0.7157,0
2014/9/30,0.983,0.983,-0.203,0
2014/10/1,0.983,0.983,0,0
2014/10/2,0.983,0.983,0,0
2014/10/3,0.983,0.983,0,0
2014/10/4,0.983,0.983,0,0
2014/10/5,0.983,0.983,0,0
2014/10/6,0.983,0.983,0,0
2014/10/7,0.983,0.983,0,0
2014/10/8,0.992,0.992,0.9156,0
2014/10/9,0.997,0.997,0.504,0
2014/10/10,0.993,0.993,-0.4012,0
2014/10/11,0.993,0.993,0,0
2014/10/12,0.993,0.993,0,0
2014/10/13,0.983,0.983,-1.007,0
2014/10/14,0.977,0.977,-0.6104,0
2014/10/15,0.977,0.977,0,0
2014/10/16,0.961,0.961,-1.6377,0
2014/10/17,0.968,0.968,0.7284,0
2014/10/18,0.968,0.968,0,0
2014/10/19,0.968,0.968,0,0
2014/10/20,0.977,0.977,0.9298,0
2014/10/21,0.969,0.969,-0.8188,0
2014/10/22,0.958,0.958,-1.1352,0
2014/10/23,0.948,0.948,-1.0438,0
2014/10/24,0.949,0.949,0.1055,1
2014/10/25,0.949,0.949,0,0
2014/10/26,0.949,0.949,0,0
2014/10/27,0.951,0.951,0.2107,0
2014/10/28,0.959,0.959,0.8412,0
2014/10/29,0.968,0.968,0.9385,0
2014/10/30,0.965,0.965,-0.3099,0
2014/10/31,0.968,0.968,0.3109,0
2014/11/1,0.968,0.968,0,0
2014/11/2,0.968,0.968,0,0
2014/11/3,0.966,0.966,-0.2066,0
2014/11/4,0.954,0.954,-1.2422,0
2014/11/5,0.95,0.95,-0.4193,0
2014/11/6,0.954,0.954,0.4211,0
2014/11/7,0.949,0.949,-0.5241,0
2014/11/8,0.949,0.949,0,0
2014/11/9,0.949,0.949,0,1
2014/11/10,0.969,0.969,2.1075,0
2014/11/11,0.95,0.95,-1.9608,0
2014/11/12,0.96,0.96,1.0526,0
2014/11/13,0.958,0.958,-0.2083,0
2014/11/14,0.963,0.963,0.5219,0
2014/11/15,0.963,0.963,0,0
2014/11/16,0.963,0.963,0,0
2014/11/17,0.966,0.966,0.3115,0
2014/11/18,0.96,0.96,-0.6211,0
2014/11/19,0.956,0.956,-0.4167,0
2014/11/20,0.95,0.95,-0.6276,0
2014/11/21,0.959,0.959,0.9474,0
2014/11/22,0.959,0.959,0,0
2014/11/23,0.959,0.959,0,0
2014/11/24,0.966,0.966,0.7299,0
2014/11/25,0.978,0.978,1.2422,0
2014/11/26,0.979,0.979,0.1022,0
2014/11/27,0.983,0.983,0.4086,1
2014/11/28,0.985,0.985,0.2035,0
2014/11/29,0.985,0.985,0,0
2014/11/30,0.985,0.985,0,0
2014/12/1,0.993,0.993,0.8122,0
2014/12/2,1.011,1.011,1.8127,0
2014/12/3,1.026,1.026,1.4837,1
2014/12/4,1.045,1.045,1.8519,0
2014/12/5,1.028,1.028,-1.6268,0
2014/12/6,1.028,1.028,0,0
2014/12/7,1.028,1.028,0,0
2014/12/8,1.038,1.038,0.9728,1
2014/12/9,1.007,1.007,-2.9865,0
2014/12/10,1.042,1.042,3.4757,0
2014/12/11,1.038,1.038,-0.3839,0
2014/12/12,1.043,1.043,0.4817,0
2014/12/13,1.043,1.043,0,0
2014/12/14,1.043,1.043,0,0
2014/12/15,1.059,1.059,1.534,0
2014/12/16,1.052,1.052,-0.661,0
2014/12/17,1.038,1.038,-1.3308,0
2014/12/18,1.046,1.046,0.7707,0
2014/12/19,1.038,1.038,-0.7648,0
2014/12/20,1.038,1.038,0,0
2014/12/21,1.038,1.038,0,0
2014/12/22,1.035,1.035,-0.289,0
2014/12/23,1.033,1.033,-0.1932,0
2014/12/24,1.025,1.025,-0.7744,0
2014/12/25,1.035,1.035,0.9756,0
2014/12/26,1.043,1.043,0.7729,0
2014/12/27,1.043,1.043,0,0
2014/12/28,1.043,1.043,0,0
2014/12/29,1.041,1.041,-0.1918,0
2014/12/30,1.025,1.025,-1.537,0
2014/12/31,1.039,1.039,1.3659,0
2015/1/1,1.039,1.039,0,0
2015/1/2,1.039,1.039,0,0
2015/1/3,1.039,1.039,0,0
2015/1/4,1.039,1.039,0,0
2015/1/5,1.093,1.093,5.1973,0
2015/1/6,1.109,1.109,1.4639,0
2015/1/7,1.1,1.1,-0.8115,0
2015/1/8,1.099,1.099,-0.0909,0
2015/1/9,1.086,1.086,-1.1829,0
2015/1/10,1.086,1.086,0,0
2015/1/11,1.086,1.086,0,0
2015/1/12,1.094,1.094,0.7366,0
2015/1/13,1.108,1.108,1.2797,0
2015/1/14,1.087,1.087,-1.8953,0
2015/1/15,1.095,1.095,0.736,0
2015/1/16,1.1,1.1,0.4566,0
2015/1/17,1.1,1.1,0,0
2015/1/18,1.1,1.1,0,0
2015/1/19,1.042,1.042,-5.2727,0
2015/1/20,1.074,1.074,3.071,0
2015/1/21,1.102,1.102,2.6071,0
2015/1/22,1.106,1.106,0.363,0
2015/1/23,1.095,1.095,-0.9946,0
2015/1/24,1.095,1.095,0,0
2015/1/25,1.095,1.095,0,0
2015/1/26,1.109,1.109,1.2785,0
2015/1/27,1.115,1.115,0.541,0
2015/1/28,1.105,1.105,-0.8969,0
2015/1/29,1.098,1.098,-0.6335,1
2015/1/30,1.099,1.099,0.0911,0
2015/1/31,1.099,1.099,0,0
2015/2/1,1.099,1.099,0,0
2015/2/2,1.09,1.09,-0.8189,0
2015/2/3,1.108,1.108,1.6514,0
2015/2/4,1.105,1.105,-0.2708,0
2015/2/5,1.096,1.096,-0.8145,0
2015/2/6,1.091,1.091,-0.4562,1
2015/2/7,1.091,1.091,0,0
2015/2/8,1.091,1.091,0,0
2015/2/9,1.098,1.098,0.6416,0
2015/2/10,1.114,1.114,1.4572,0
2015/2/11,1.119,1.119,0.4488,0
2015/2/12,1.119,1.119,0,0
2015/2/13,1.126,1.126,0.6256,0
2015/2/14,1.126,1.126,0,0
2015/2/15,1.126,1.126,0,0
2015/2/16,1.139,1.139,1.1545,0
2015/2/17,1.155,1.155,1.4047,0
2015/2/18,1.155,1.155,0,1
2015/2/19,1.155,1.155,0,0
2015/2/20,1.155,1.155,0,0
2015/2/21,1.155,1.155,0,0
2015/2/22,1.155,1.155,0,0
2015/2/23,1.155,1.155,0,0
2015/2/24,1.155,1.155,0,0
2015/2/25,1.149,1.149,-0.5195,0
2015/2/26,1.154,1.154,0.4352,0
2015/2/27,1.155,1.155,0.0867,0
2015/2/28,1.155,1.155,0,0
2015/3/1,1.155,1.155,0,0
2015/3/2,1.165,1.165,0.8658,0
2015/3/3,1.145,1.145,-1.7167,0
2015/3/4,1.16,1.16,1.31,0
2015/3/5,1.146,1.146,-1.2069,0
2015/3/6,1.144,1.144,-0.1745,0
2015/3/7,1.144,1.144,0,0
2015/3/8,1.144,1.144,0,0
2015/3/9,1.165,1.165,1.8357,0
2015/3/10,1.172,1.172,0.6009,0
2015/3/11,1.18,1.18,0.6826,0
2015/3/12,1.184,1.184,0.339,0
2015/3/13,1.193,1.193,0.7601,0
2015/3/14,1.193,1.193,0,0
2015/3/15,1.193,1.193,0,0
2015/3/16,1.221,1.221,2.347,0
2015/3/17,1.231,1.231,0.819,0
2015/3/18,1.245,1.245,1.1373,0
2015/3/19,1.244,1.244,-0.0803,0
2015/3/20,1.247,1.247,0.2412,0
2015/3/21,1.247,1.247,0,0
2015/3/22,1.247,1.247,0,0
2015/3/23,1.274,1.274,2.1652,0
2015/3/24,1.287,1.287,1.0204,0
2015/3/25,1.286,1.286,-0.0777,0
2015/3/26,1.283,1.283,-0.2333,0
2015/3/27,1.287,1.287,0.3118,0
2015/3/28,1.287,1.287,0,0
2015/3/29,1.287,1.287,0,0
2015/3/30,1.305,1.305,1.3986,0
2015/3/31,1.297,1.297,-0.613,0
2015/4/1,1.321,1.321,1.8504,0
2015/4/2,1.329,1.329,0.6056,0
2015/4/3,1.333,1.333,0.301,0
2015/4/4,1.333,1.333,0,0
2015/4/5,1.333,1.333,0,0
2015/4/6,1.333,1.333,0,0
2015/4/7,1.355,1.355,1.6504,0
2015/4/8,1.356,1.356,0.0738,0
2015/4/9,1.337,1.337,-1.4012,1
2015/4/10,1.364,1.364,2.0194,0
2015/4/11,1.364,1.364,0,0
2015/4/12,1.364,1.364,0,0
2015/4/13,1.374,1.374,0.7331,0
2015/4/14,1.371,1.371,-0.2183,0
2015/4/15,1.339,1.339,-2.3341,0
2015/4/16,1.395,1.395,4.1822,0
2015/4/17,1.412,1.412,1.2186,0
2015/4/18,1.412,1.412,0,0
2015/4/19,1.412,1.412,0,0
2015/4/20,1.39,1.39,-1.5581,0
2015/4/21,1.461,1.461,5.1079,0
2015/4/22,1.479,1.479,1.232,0
2015/4/23,1.474,1.474,-0.3381,0
2015/4/24,1.471,1.471,-0.2035,1
2015/4/25,1.471,1.471,0,0
2015/4/26,1.471,1.471,0,0
2015/4/27,1.481,1.481,0.6798,0
2015/4/28,1.458,1.458,-1.553,0
2015/4/29,1.475,1.475,1.166,0
2015/4/30,1.47,1.47,-0.339,1
2015/5/1,1.47,1.47,0,0
2015/5/2,1.47,1.47,0,0
2015/5/3,1.47,1.47,0,0
2015/5/4,1.472,1.472,0.1361,1
2015/5/5,1.41,1.41,-4.212,0
2015/5/6,1.397,1.397,-0.922,0
2015/5/7,1.393,1.393,-0.2863,0
2015/5/8,1.421,1.421,2.0101,0
2015/5/9,1.421,1.421,0,0
2015/5/10,1.421,1.421,0,0
2015/5/11,1.453,1.453,2.2519,0
2015/5/12,1.457,1.457,0.2753,0
2015/5/13,1.466,1.466,0.6177,0
2015/5/14,1.451,1.451,-1.0232,0
2015/5/15,1.432,1.432,-1.3094,0
2015/5/16,1.432,1.432,0,0
2015/5/17,1.432,1.432,0,1
2015/5/18,1.415,1.415,-1.1872,0
2015/5/19,1.452,1.452,2.6148,0
2015/5/20,1.484,1.484,2.2039,0
2015/5/21,1.533,1.533,3.3019,1
2015/5/22,1.562,1.562,1.8917,0
2015/5/23,1.562,1.562,0,0
2015/5/24,1.562,1.562,0,0
2015/5/25,1.609,1.609,3.009,1
2015/5/26,1.634,1.634,1.5538,0
2015/5/27,1.614,1.614,-1.224,0
2015/5/28,1.528,1.528,-5.3284,0
2015/5/29,1.523,1.523,-0.3272,0
2015/5/30,1.523,1.523,0,0
2015/5/31,1.523,1.523,0,0
2015/6/1,1.585,1.585,4.0709,0
2015/6/2,1.615,1.615,1.8927,0
2015/6/3,1.626,1.626,0.6811,0
2015/6/4,1.609,1.609,-1.0455,0
2015/6/5,1.613,1.613,0.2486,0
2015/6/6,1.613,1.613,0,0
2015/6/7,1.613,1.613,0,0
2015/6/8,1.632,1.632,1.1779,0
2015/6/9,1.63,1.63,-0.1225,0
2015/6/10,1.653,1.653,1.411,0
2015/6/11,1.65,1.65,-0.1815,0
2015/6/12,1.688,1.688,2.303,0
2015/6/13,1.688,1.688,0,0
2015/6/14,1.688,1.688,0,0
2015/6/15,1.671,1.671,-1.0071,0
2015/6/16,1.612,1.612,-3.5308,0
2015/6/17,1.628,1.628,0.9926,0
2015/6/18,1.573,1.573,-3.3784,0
2015/6/19,1.487,1.487,-5.4673,0
2015/6/20,1.487,1.487,0,0
2015/6/21,1.487,1.487,0,0
2015/6/22,1.487,1.487,0,0
2015/6/23,1.559,1.559,4.842,0
2015/6/24,1.606,1.606,3.0148,1
2015/6/25,1.55,1.55,-3.4869,0
2015/6/26,1.45,1.45,-6.4516,0
2015/6/27,1.45,1.45,0,0
2015/6/28,1.45,1.45,0,0
2015/6/29,1.428,1.428,-1.5172,0
2015/6/30,1.513,1.513,5.9524,0
2015/7/1,1.448,1.448,-4.2961,0
2015/7/2,1.382,1.382,-4.558,1
2015/7/3,1.311,1.311,-5.1375,0
2015/7/4,1.311,1.311,0,0
2015/7/5,1.311,1.311,0,0
2015/7/6,1.325,1.325,1.0679,0
2015/7/7,1.264,1.264,-4.6038,0
2015/7/8,1.179,1.179,-6.7247,0
2015/7/9,1.275,1.275,8.1425,0
2015/7/10,1.373,1.373,7.6863,0
2015/7/11,1.373,1.373,0,0
2015/7/12,1.373,1.373,0,0
2015/7/13,1.428,1.428,4.0058,1
2015/7/14,1.393,1.393,-2.451,0
2015/7/15,1.331,1.331,-4.4508,0
2015/7/16,1.348,1.348,1.2772,1
2015/7/17,1.396,1.396,3.5608,0
2015/7/18,1.396,1.396,0,0
2015/7/19,1.396,1.396,0,0
2015/7/20,1.39,1.39,-0.4298,0
2015/7/21,1.393,1.393,0.2158,0
2015/7/22,1.387,1.387,-0.4307,0
2015/7/23,1.411,1.411,1.7304,0
2015/7/24,1.393,1.393,-1.2757,0
2015/7/25,1.393,1.393,0,0
2015/7/26,1.393,1.393,0,0
2015/7/27,1.284,1.284,-7.8248,0
2015/7/28,1.29,1.29,0.4673,0
2015/7/29,1.317,1.317,2.093,1
2015/7/30,1.29,1.29,-2.0501,0
2015/7/31,1.292,1.292,0.155,0
2015/8/1,1.292,1.292,0,0
2015/8/2,1.292,1.292,0,0
2015/8/3,1.301,1.301,0.6966,0
2015/8/4,1.334,1.334,2.5365,0
2015/8/5,1.312,1.312,-1.6492,0
2015/8/6,1.306,1.306,-0.4573,0
2015/8/7,1.324,1.324,1.3783,0
2015/8/8,1.324,1.324,0,0
2015/8/9,1.324,1.324,0,0
2015/8/10,1.367,1.367,3.2477,0
2015/8/11,1.371,1.371,0.2926,0
2015/8/12,1.345,1.345,-1.8964,0
2015/8/13,1.357,1.357,0.8922,1
2015/8/14,1.355,1.355,-0.1474,1
2015/8/15,1.355,1.355,0,0
2015/8/16,1.355,1.355,0,1
2015/8/17,1.361,1.361,0.4428,0
2015/8/18,1.278,1.278,-6.0985,0
2015/8/19,1.299,1.299,1.6432,0
2015/8/20,1.258,1.258,-3.1563,0
2015/8/21,1.199,1.199,-4.69,0
2015/8/22,1.199,1.199,0,0
2015/8/23,1.199,1.199,0,0
2015/8/24,1.105,1.105,-7.8399,0
2015/8/25,1.068,1.068,-3.3484,0
2015/8/26,1.098,1.098,2.809,0
2015/8/27,1.152,1.152,4.918,1
2015/8/28,1.184,1.184,2.7778,0
2015/8/29,1.184,1.184,0,0
2015/8/30,1.184,1.184,0,0
2015/8/31,1.169,1.169,-1.2669,0
2015/9/1,1.143,1.143,-2.2241,0
2015/9/2,1.151,1.151,0.6999,0
2015/9/3,1.151,1.151,0,0
2015/9/4,1.151,1.151,0,1
2015/9/5,1.151,1.151,0,0
2015/9/6,1.151,1.151,0,0
2015/9/7,1.12,1.12,-2.6933,0
2015/9/8,1.147,1.147,2.4107,0
2015/9/9,1.17,1.17,2.0052,0
2015/9/10,1.159,1.159,-0.9402,0
2015/9/11,1.159,1.159,0,0
2015/9/12,1.159,1.159,0,0
2015/9/13,1.159,1.159,0,0
2015/9/14,1.126,1.126,-2.8473,0
2015/9/15,1.092,1.092,-3.0195,0
2015/9/16,1.151,1.151,5.4029,0
2015/9/17,1.121,1.121,-2.6064,0
2015/9/18,1.127,1.127,0.5352,0
2015/9/19,1.127,1.127,0,0
2015/9/20,1.127,1.127,0,0
2015/9/21,1.151,1.151,2.1295,0
2015/9/22,1.155,1.155,0.3475,0
2015/9/23,1.131,1.131,-2.0779,0
2015/9/24,1.139,1.139,0.7073,0
2015/9/25,1.116,1.116,-2.0193,0
2015/9/26,1.116,1.116,0,0
2015/9/27,1.116,1.116,0,0
2015/9/28,1.125,1.125,0.8065,0
2015/9/29,1.114,1.114,-0.9778,0
2015/9/30,1.128,1.128,1.2567,0
2015/10/1,1.128,1.128,0,0
2015/10/2,1.128,1.128,0,0
2015/10/3,1.128,1.128,0,0
2015/10/4,1.128,1.128,0,0
2015/10/5,1.128,1.128,0,0
2015/10/6,1.128,1.128,0,0
2015/10/7,1.128,1.128,0,0
2015/10/8,1.165,1.165,3.2801,0
2015/10/9,1.171,1.171,0.515,0
2015/10/10,1.171,1.171,0,0
2015/10/11,1.171,1.171,0,0
2015/10/12,1.204,1.204,2.8181,0
2015/10/13,1.208,1.208,0.3322,0
2015/10/14,1.191,1.191,-1.4073,0
2015/10/15,1.213,1.213,1.8472,0
2015/10/16,1.222,1.222,0.742,0
2015/10/17,1.222,1.222,0,0
2015/10/18,1.222,1.222,0,0
2015/10/19,1.231,1.231,0.7365,0
2015/10/20,1.235,1.235,0.3249,0
2015/10/21,1.18,1.18,-4.4534,0
2015/10/22,1.207,1.207,2.2881,0
2015/10/23,1.234,1.234,2.237,0
2015/10/24,1.234,1.234,0,0
2015/10/25,1.234,1.234,0,0
2015/10/26,1.249,1.249,1.2156,0
2015/10/27,1.249,1.249,0,0
2015/10/28,1.227,1.227,-1.7614,0
2015/10/29,1.242,1.242,1.2225,0
2015/10/30,1.242,1.242,0,0
2015/10/31,1.242,1.242,0,0
2015/11/1,1.242,1.242,0,0
2015/11/2,1.231,1.231,-0.8857,0
2015/11/3,1.228,1.228,-0.2437,0
2015/11/4,1.276,1.276,3.9088,0
2015/11/5,1.282,1.282,0.4702,0
2015/11/6,1.297,1.297,1.17,1
2015/11/7,1.297,1.297,0,0
2015/11/8,1.297,1.297,0,0
2015/11/9,1.307,1.307,0.771,0
2015/11/10,1.303,1.303,-0.306,0
2015/11/11,1.301,1.301,-0.1535,0
2015/11/12,1.301,1.301,0,0
2015/11/13,1.279,1.279,-1.691,0
2015/11/14,1.279,1.279,0,0
2015/11/15,1.279,1.279,0,0
2015/11/16,1.281,1.281,0.1564,0
2015/11/17,1.283,1.283,0.1561,0
2015/11/18,1.272,1.272,-0.8574,0
2015/11/19,1.287,1.287,1.1792,0
2015/11/20,1.282,1.282,-0.3885,0
2015/11/21,1.282,1.282,0,0
2015/11/22,1.282,1.282,0,0
2015/11/23,1.27,1.27,-0.936,0
2015/11/24,1.275,1.275,0.3937,0
2015/11/25,1.289,1.289,1.098,0
2015/11/26,1.286,1.286,-0.2327,0
2015/11/27,1.229,1.229,-4.4323,0
2015/11/28,1.229,1.229,0,0
2015/11/29,1.229,1.229,0,0
2015/11/30,1.235,1.235,0.4882,0
2015/12/1,1.248,1.248,1.0526,0
2015/12/2,1.28,1.28,2.5641,0
2015/12/3,1.283,1.283,0.2344,0
2015/12/4,1.275,1.275,-0.6235,0
2015/12/5,1.275,1.275,0,0
2015/12/6,1.275,1.275,0,0
2015/12/7,1.283,1.283,0.6275,0
2015/12/8,1.251,1.251,-2.4942,0
2015/12/9,1.258,1.258,0.5596,0
2015/12/10,1.254,1.254,-0.318,0
2015/12/11,1.254,1.254,0,0
2015/12/12,1.254,1.254,0,0
2015/12/13,1.254,1.254,0,0
2015/12/14,1.274,1.274,1.5949,0
2015/12/15,1.279,1.279,0.3925,0
2015/12/16,1.273,1.273,-0.4691,0
2015/12/17,1.295,1.295,1.7282,0
2015/12/18,1.305,1.305,0.7722,0
2015/12/19,1.305,1.305,0,1
2015/12/20,1.305,1.305,0,0
2015/12/21,1.35,1.35,3.4483,0
2015/12/22,1.36,1.36,0.7407,0
2015/12/23,1.357,1.357,-0.2206,1
2015/12/24,1.344,1.344,-0.958,0
2015/12/25,1.344,1.344,0,1
2015/12/26,1.344,1.344,0,0
2015/12/27,1.344,1.344,0,0
2015/12/28,1.315,1.315,-2.1577,0
2015/12/29,1.332,1.332,1.2928,0
2015/12/30,1.33,1.33,-0.1502,0
2015/12/31,1.318,1.318,-0.9023,0
2016/1/1,1.318,1.318,0,0
2016/1/2,1.318,1.318,0,0
2016/1/3,1.318,1.318,0,0
2016/1/4,1.233,1.233,-6.4492,0
2016/1/5,1.241,1.241,0.6488,0
2016/1/6,1.256,1.256,1.2087,0
2016/1/7,1.178,1.178,-6.2102,0
2016/1/8,1.197,1.197,1.6129,0
2016/1/9,1.197,1.197,0,0
2016/1/10,1.197,1.197,0,0
2016/1/11,1.138,1.138,-4.929,0
2016/1/12,1.146,1.146,0.703,0
2016/1/13,1.129,1.129,-1.4834,0
2016/1/14,1.155,1.155,2.3029,0
2016/1/15,1.125,1.125,-2.5974,0
2016/1/16,1.125,1.125,0,0
2016/1/17,1.125,1.125,0,0
2016/1/18,1.132,1.132,0.6222,0
2016/1/19,1.167,1.167,3.0919,0
2016/1/20,1.144,1.144,-1.9709,0
2016/1/21,1.11,1.11,-2.972,0
2016/1/22,1.121,1.121,0.991,0
2016/1/23,1.121,1.121,0,0
